phone_id,model,url,display_ratio,display_area_cm2,resolution,screen_size,ppi,os,chipset,ram,storage,battery,status_code,error_message
43,Hot 5 Lite,https://www.gsmarena.com/infinix_hot_5_lite-9428.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
44,Hot 6,https://www.gsmarena.com/infinix_hot_6-9426.php,18:9,92.90,720x1440,"6.0""",,,,,,,200,
45,Hot 60,https://www.gsmarena.com/infinix_hot_60_5g-14006.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
46,Hot 60 Pro+,https://www.gsmarena.com/infinix_hot_60_pro+-14002.php,20:9,110.98,1224x2720,"6.78""",,,,,,,200,
47,Hot 60 Pro,https://www.gsmarena.com/infinix_hot_60_pro-14003.php,20:9,110.98,1224x2720,"6.78""",,,,,,,200,
48,Hot 60i 4G,https://www.gsmarena.com/infinix_hot_60i-13983.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
49,Hot 60i,https://www.gsmarena.com/infinix_hot_60i_5g-14072.php,20:9,110.00,720x1600,"6.75""",,,,,,,200,
50,Hot 6 Pro,https://www.gsmarena.com/infinix_hot_6_pro-9425.php,18:9,92.90,720x1440,"6.0""",,,,,,,200,
51,Hot 6X,https://www.gsmarena.com/infinix_hot_6x-9423.php,,,720x1500,"6.2""",,,,,,,200,
52,Hot 7,https://www.gsmarena.com/infinix_hot_7-9658.php,18:9,99.20,720x1440,"6.2""",,,,,,,200,
53,Hot 7 Pro,https://www.gsmarena.com/infinix_hot_7_pro-9679.php,19:9,95.95,720x1520,"6.2""",,,,,,,200,
54,Hot 8,https://www.gsmarena.com/infinix_hot_8-9856.php,20:9,102.63,720x1600,"6.52""",,,,,,,200,
55,Hot 8 Lite,https://www.gsmarena.com/infinix_hot_8_lite-9927.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
56,Hot 9,https://www.gsmarena.com/infinix_hot_9-10156.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
57,Hot 9 Play,https://www.gsmarena.com/infinix_hot_9_play-10285.php,,,720x1640,"6.82""",,,,,,,200,
58,Hot 9 Pro,https://www.gsmarena.com/infinix_hot_9_pro-10272.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
59,Hot S,https://www.gsmarena.com/infinix_hot_s-9474.php,16:9,74.54,720x1280,"5.2""",,,,,,,200,
60,Hot S3,https://www.gsmarena.com/infinix_hot_s3-9421.php,18:9,83.84,720x1440,"5.7""",,,,,,,200,
61,Note 10,https://www.gsmarena.com/infinix_note_10-10909.php,,,1080x2460,"6.95""",,,,,,,200,
62,Note 10 Pro,https://www.gsmarena.com/infinix_note_10_pro-10907.php,1326:1,0.24,1080x2460,"6.95""",,,,,,,200,
63,Note 10 Pro NFC,https://www.gsmarena.com/infinix_note_10_pro_nfc-10908.php,,,1080x2460,"6.95""",,,,,,,200,
64,Note 11,https://www.gsmarena.com/infinix_note_11-11201.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
65,Note 11 Pro,https://www.gsmarena.com/infinix_note_11_pro-11157.php,1610:1,0.19,1080x2460,"6.95""",,,,,,,200,
66,Note 11i,https://www.gsmarena.com/infinix_note_11i-11214.php,,,1080x2460,"6.95""",,,,,,,200,
67,Note 11s,https://www.gsmarena.com/infinix_note_11s-11202.php,,,1080x2460,"6.95""",,,,,,,200,
68,Note 12,https://www.gsmarena.com/infinix_note_12-11497.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
69,Note 12 (2023),https://www.gsmarena.com/infinix_note_12_(2023)-11912.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
70,Note 12 5G,https://www.gsmarena.com/infinix_note_12_5g-11662.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
71,Note 12 G96,https://www.gsmarena.com/infinix_note_12_g96-11526.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
72,Note 12 Pro,https://www.gsmarena.com/infinix_note_12_pro-11695.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
73,Note 12 Pro 5G,https://www.gsmarena.com/infinix_note_12_pro_5g-11663.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
74,Note 12 VIP,https://www.gsmarena.com/infinix_note_12_vip-11527.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
75,Note 12i,https://www.gsmarena.com/infinix_note_12i-11523.php,,,720x1640,"6.82""",,,,,,,200,
76,Note 12i 2022,https://www.gsmarena.com/infinix_note_12i_2022-11919.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
77,Note 3,https://www.gsmarena.com/infinix_note_3-9475.php,16:9,99.24,1080x1920,"6.0""",,,,,,,200,
78,Note 30,https://www.gsmarena.com/infinix_note_30-12288.php,1521:1,0.19,1080x2460,"6.78""",,,,,,,200,
79,Note 30 5G,https://www.gsmarena.com/infinix_note_30_5g-12272.php,1521:1,0.19,1080x2460,"6.78""",,,,,,,200,
80,Note 30 Pro,https://www.gsmarena.com/infinix_note_30_pro-12273.php,20:9,107.41,1080x2400,"6.67""",,,,,,,200,
81,Note 30 VIP,https://www.gsmarena.com/infinix_note_30_vip-12365.php,20:9,107.41,1080x2400,"6.67""",,,,,,,200,
82,Note 30i,https://www.gsmarena.com/infinix_note_30i-12274.php,20:9,107.09,1080x2400,"6.66""",,,,,,,200,
83,Note 3 Pro,https://www.gsmarena.com/infinix_note_3_pro-9476.php,16:9,99.24,1080x1920,"6.0""",,,,,,,200,
84,Note 4,https://www.gsmarena.com/infinix_note_4-9418.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
85,Note 40,https://www.gsmarena.com/infinix_note_40-12877.php,,,1080x2436,"6.78""",,,,,,,200,
86,Note 40 5G,https://www.gsmarena.com/infinix_note_40_5g-13035.php,,,1080x2436,"6.78""",,,,,,,200,
87,Note 40 Pro+,https://www.gsmarena.com/infinix_note_40_pro+-12874.php,41:51,144.82,1080x2436,"6.78""",,,,,,,200,
88,Note 40 Pro,https://www.gsmarena.com/infinix_note_40_pro-12875.php,,,1080x2436,"6.78""",,,,,,,200,
89,Note 40 Pro 4G,https://www.gsmarena.com/infinix_note_40_pro_4g-12876.php,,,1080x2436,"6.78""",,,,,,,200,
90,Note 40S,https://www.gsmarena.com/infinix_note_40s-13460.php,,,1080x2436,"6.78""",,,,,,,200,
91,Note 40X 5G,https://www.gsmarena.com/infinix_note_40x_5g-13246.php,,,1080x2460,"6.78""",,,,,,,200,
92,Note 4 Pro,https://www.gsmarena.com/infinix_note_4_pro-9419.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
93,Note 5,https://www.gsmarena.com/infinix_note_5-9417.php,18:9,92.90,1080x2160,"6.0""",,,,,,,200,
94,Note 50 4G,https://www.gsmarena.com/infinix_note_50_4g-13705.php,,,1080x2436,"6.78""",,,,,,,200,
95,Note 50 Pro+,https://www.gsmarena.com/infinix_note_50_pro+-13746.php,25:08,86.09,1080x2436,"6.78""",,,,,,,200,
96,Note 50 Pro 4G,https://www.gsmarena.com/infinix_note_50_pro_4g-13701.php,25:36,138.94,1080x2436,"6.78""",,,,,,,200,
97,Note 50s,https://www.gsmarena.com/infinix_note_50s_5g-13793.php,,,1080x2436,"6.78""",,,,,,,200,
98,Note 50x,https://www.gsmarena.com/infinix_note_50x-13747.php,20:9,107.41,720x1600,"6.67""",,,,,,,200,
99,Note 5 Stylus,https://www.gsmarena.com/infinix_note_5_stylus-9416.php,18:9,92.90,1080x2160,"6.0""",,,,,,,200,
100,Note 6,https://www.gsmarena.com/infinix_note_6-9761.php,18:9,93.21,1080x2160,"6.01""",,,,,,,200,
101,Note 7,https://www.gsmarena.com/infinix_note_7-10175.php,,,720x1640,"6.95""",,,,,,,200,
102,Note 7 Lite,https://www.gsmarena.com/infinix_note_7_lite-10177.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
103,Note 8,https://www.gsmarena.com/infinix_note_8-10514.php,,,720x1640,"6.95""",,,,,,,200,
104,Note 8i,https://www.gsmarena.com/infinix_note_8i-10515.php,,,720x1640,"6.78""",,,,,,,200,
105,S2 Pro,https://www.gsmarena.com/infinix_s2_pro-9422.php,16:9,74.54,720x1280,"5.2""",,,,,,,200,
106,S3X,https://www.gsmarena.com/infinix_s3x-9420.php,,,720x1500,"6.2""",,,,,,,200,
107,S4,https://www.gsmarena.com/infinix_s4-9678.php,19:9,95.95,720x1520,"6.2""",,,,,,,200,
108,S5,https://www.gsmarena.com/infinix_s5-9915.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
109,S5 lite,https://www.gsmarena.com/infinix_s5_lite-10008.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
110,S5 Pro,https://www.gsmarena.com/infinix_s5_pro-10116.php,19.5:9,104.67,1080x2340,"6.53""",,,,,,,200,
111,S5 Pro (16+32),https://www.gsmarena.com/infinix_s5_pro_(16+32)-10128.php,19.5:9,104.67,1080x2340,"6.53""",,,,,,,200,
112,S5 Pro (48+40),https://www.gsmarena.com/infinix_s5_pro_(48+40)-10127.php,19.5:9,104.67,1080x2340,"6.53""",,,,,,,200,
113,Smart,https://www.gsmarena.com/infinix_smart-9431.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
114,Smart3 Plus,https://www.gsmarena.com/infinix_smart3_plus-9680.php,19:9,96.26,720x1520,"6.21""",,,,,,,200,
115,Smart 10,https://www.gsmarena.com/infinix_smart_10-13933.php,20:9,107.41,720x1600,"6.67""",,,,,,,200,
116,Smart 10 HD,https://www.gsmarena.com/infinix_smart_10_hd-13954.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
117,Smart 10 Plus,https://www.gsmarena.com/infinix_smart_10_plus-13953.php,20:9,107.41,720x1600,"6.67""",,,,,,,200,
118,Smart 2,https://www.gsmarena.com/infinix_smart_2-9430.php,18:9,78.06,720x1440,"5.5""",,,,,,,200,
119,Smart 2 HD,https://www.gsmarena.com/infinix_smart_2_hd-9477.php,18:9,92.90,720x1440,"6.0""",,,,,,,200,
120,Smart 2 Pro,https://www.gsmarena.com/infinix_smart_2_pro-9429.php,18:9,78.06,720x1440,"5.5""",,,,,,,200,
121,Smart 4,https://www.gsmarena.com/infinix_smart_4-9980.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
122,Smart 4c,https://www.gsmarena.com/infinix_smart_4c-9975.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
123,Smart 5,https://www.gsmarena.com/infinix_smart_5-10367.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
124,Smart 5 (India),https://www.gsmarena.com/infinix_smart_5_(india)-10735.php,,,720x1640,"6.82""",,,,,,,200,
125,Smart 5 Pro,https://www.gsmarena.com/infinix_smart_5_pro-11221.php,20:9,102.63,720x1600,"6.52""",,,,,,,200,
126,Smart 6,https://www.gsmarena.com/infinix_smart_6-11189.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
127,Smart 6 HD,https://www.gsmarena.com/infinix_smart_6_hd-11499.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
128,Smart 6 Plus (India),https://www.gsmarena.com/infinix_smart_6_plus_(india)-11742.php,20:9,112.30,720x1600,"6.82""",,,,,,,200,
129,Smart 7,https://www.gsmarena.com/infinix_smart_7-12116.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
130,Smart 7 (India),https://www.gsmarena.com/infinix_smart_7_(india)-12131.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
131,Smart 7 HD,https://www.gsmarena.com/infinix_smart_7_hd-12243.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
132,Smart 8,https://www.gsmarena.com/infinix_smart_8-12642.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
133,Smart 8 (India),https://www.gsmarena.com/infinix_smart_8_(india)-12792.php,,,,,,,,,,,503,HTTP 503 Service Unavailable
134,Smart 8 HD,https://www.gsmarena.com/infinix_smart_8_hd-12736.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
135,Smart 8 Plus,https://www.gsmarena.com/infinix_smart_8_plus-12817.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
136,Smart 8 Pro,https://www.gsmarena.com/infinix_smart_8_pro-12812.php,20:9,105.17,720x1612,"6.6""",,,,,,,200,
137,Smart 9,https://www.gsmarena.com/infinix_smart_9-13374.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
138,Smart 9 HD,https://www.gsmarena.com/infinix_smart_9_hd-13590.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
139,Smart HD 2021,https://www.gsmarena.com/infinix_smart_hd_2021-10646.php,19.5:9,91.34,720x1560,"6.1""",,,,,,,200,
140,Zero 20,https://www.gsmarena.com/infinix_zero_20-11913.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
141,Zero 30,https://www.gsmarena.com/infinix_zero_30-12518.php,20:9,110.98,1080x2400,"6.78""",,,,,,,200,
142,Zero 30 4G,https://www.gsmarena.com/infinix_zero_30_4g-12641.php,20:9,110.98,1080x2400,"6.78""",,,,,,,200,
143,Zero 4,https://www.gsmarena.com/infinix_zero_4-9478.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
144,Zero 40,https://www.gsmarena.com/infinix_zero_40-13290.php,,,1080x2436,"6.78""",,,,,,,200,
145,Zero 40 4G,https://www.gsmarena.com/infinix_zero_40_4g-13276.php,,,1080x2436,"6.78""",,,,,,,200,
146,Zero 4 Plus,https://www.gsmarena.com/infinix_zero_4_plus-9479.php,16:9,98.58,1080x1920,"5.98""",,,,,,,200,
147,Zero 5,https://www.gsmarena.com/infinix_zero_5-9414.php,16:9,98.58,1080x1920,"5.98""",,,,,,,200,
148,Zero 5 Pro,https://www.gsmarena.com/infinix_zero_5_pro-9415.php,16:9,98.58,1080x1920,"5.98""",,,,,,,200,
149,Zero 5G,https://www.gsmarena.com/infinix_zero_5g-11355.php,1610:1,0.18,1080x2460,"6.78""",,,,,,,200,
150,Zero 5G 2023,https://www.gsmarena.com/infinix_zero_5g_2023-11976.php,,,1080x2460,"6.78""",,,,,,,200,
151,Zero 6,https://www.gsmarena.com/infinix_zero_6-9656.php,18.7:9,96.29,1080x2246,"6.18""",,,,,,,200,
152,Zero 6 Pro,https://www.gsmarena.com/infinix_zero_6_pro-9657.php,18.7:9,96.29,1080x2246,"6.18""",,,,,,,200,
153,Zero 8,https://www.gsmarena.com/infinix_zero_8-10401.php,2184:1,0.14,1080x2460,"6.85""",,,,,,,200,
154,Zero 8i,https://www.gsmarena.com/infinix_zero_8i-10622.php,,,1080x2460,"6.85""",,,,,,,200,
155,Zero Flip,https://www.gsmarena.com/infinix_zero_flip-13347.php,26:12,116.87,1080x2640,"6.9""",,,,,,,200,
156,Zero Ultra,https://www.gsmarena.com/infinix_zero_ultra-11922.php,20:9,111.64,1080x2400,"6.8""",,,,,,,200,
157,Zero X,https://www.gsmarena.com/infinix_zero_x-11097.php,20:9,107.41,1080x2400,"6.67""",,,,,,,200,
158,Zero X Neo,https://www.gsmarena.com/infinix_zero_x_neo-11098.php,,,1080x2460,"6.78""",,,,,,,200,
159,Zero X Pro,https://www.gsmarena.com/infinix_zero_x_pro-10989.php,20:9,107.41,1080x2400,"6.67""",,,,,,,200,
