phone_id,model,url,display_ratio,display_area_cm2,resolution,screen_size,ppi,os,chipset,ram,storage,battery,status_code,error_message
48,Galaxy A30,https://www.gsmarena.com/samsung_galaxy_a30-9579.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
49,Galaxy A30s,https://www.gsmarena.com/samsung_galaxy_a30s-9796.php,19.5:9,100.55,720x1560,"6.4""",,,,,,,200,
50,Galaxy A31,https://www.gsmarena.com/samsung_galaxy_a31-10149.php,20:9,98.89,1080x2400,"6.4""",,,,,,,200,
51,Galaxy A32,https://www.gsmarena.com/samsung_galaxy_a32-10753.php,20:9,98.89,1080x2400,"6.4""",,,,,,,200,
52,Galaxy A32 5G,https://www.gsmarena.com/samsung_galaxy_a32_5g-10648.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
53,Galaxy A33 5G,https://www.gsmarena.com/samsung_galaxy_a33_5g-11429.php,20:9,98.89,1080x2400,"6.4""",,,,,,,200,
54,Galaxy A34,https://www.gsmarena.com/samsung_galaxy_a34-12074.php,19.5:9,106.93,1080x2340,"6.6""",,,,,,,200,
55,Galaxy A35,https://www.gsmarena.com/samsung_galaxy_a35-12705.php,19.5:9,106.93,1080x2340,"6.6""",,,,,,,200,
56,Galaxy A36,https://www.gsmarena.com/samsung_galaxy_a36-13497.php,19.5:9,110.19,1080x2340,"6.7""",,,,,,,200,
57,Galaxy A3 (2016),https://www.gsmarena.com/samsung_galaxy_a3_(2016)-7791.php,16:9,60.90,720x1280,"4.7""",,,,,,,200,
58,Galaxy A3 (2017),https://www.gsmarena.com/samsung_galaxy_a3_(2017)-8336.php,16:9,60.90,720x1280,"4.7""",,,,,,,200,
59,Galaxy A3 Duos,https://www.gsmarena.com/samsung_galaxy_a3_duos-6803.php,16:9,55.82,540x960,"4.5""",,,,,,,200,
60,Galaxy A40,https://www.gsmarena.com/samsung_galaxy_a40-9642.php,19.5:9,85.45,1080x2340,"5.9""",,,,,,,200,
61,Galaxy A41,https://www.gsmarena.com/samsung_galaxy_a41-10138.php,20:9,89.84,1080x2400,"6.1""",,,,,,,200,
62,Galaxy A42 5G,https://www.gsmarena.com/samsung_galaxy_a42_5g-10412.php,20:9,105.17,720x1600,"6.6""",,,,,,,200,
63,Galaxy A5,https://www.gsmarena.com/samsung_galaxy_a5-6761.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
64,Galaxy A50,https://www.gsmarena.com/samsung_galaxy_a50-9554.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
65,Galaxy A50s,https://www.gsmarena.com/samsung_galaxy_a50s-9806.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
66,Galaxy A51,https://www.gsmarena.com/samsung_galaxy_a51-9963.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
67,Galaxy A51 5G,https://www.gsmarena.com/samsung_galaxy_a51_5g-10157.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
68,Galaxy A51 5G UW,https://www.gsmarena.com/samsung_galaxy_a51_5g_uw-10371.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
69,Galaxy A52,https://www.gsmarena.com/samsung_galaxy_a52-10641.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
70,Galaxy A52 5G,https://www.gsmarena.com/samsung_galaxy_a52_5g-10631.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
71,Galaxy A52s 5G,https://www.gsmarena.com/samsung_galaxy_a52s_5g-11039.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
72,Galaxy A53 5G,https://www.gsmarena.com/samsung_galaxy_a53_5g-11268.php,20:9,102.01,1080x2400,"6.5""",,,,,,,200,
73,Galaxy A54,https://www.gsmarena.com/samsung_galaxy_a54-12070.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
74,Galaxy A55,https://www.gsmarena.com/samsung_galaxy_a55-12824.php,19.5:9,106.93,1080x2340,"6.6""",,,,,,,200,
75,Galaxy A56,https://www.gsmarena.com/samsung_galaxy_a56-13603.php,19.5:9,110.19,1080x2340,"6.7""",,,,,,,200,
76,Galaxy A5 (2016),https://www.gsmarena.com/samsung_galaxy_a5_(2016)-7789.php,16:9,74.54,1080x1920,"5.2""",,,,,,,200,
77,Galaxy A5 (2017),https://www.gsmarena.com/samsung_galaxy_a5_(2017)-8494.php,16:9,74.54,1080x1920,"5.2""",,,,,,,200,
78,Galaxy A5 Duos,https://www.gsmarena.com/samsung_galaxy_a5_duos-6802.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
79,Galaxy A6+ (2018),https://www.gsmarena.com/samsung_galaxy_a6+_(2018)-9156.php,18.5:9,91.37,1080x2220,"6.0""",,,,,,,200,
80,Galaxy A60,https://www.gsmarena.com/samsung_galaxy_a60-9616.php,19.5:9,97.43,1080x2340,"6.3""",,,,,,,200,
81,Galaxy A6 (2018),https://www.gsmarena.com/samsung_galaxy_a6_(2018)-9155.php,18.5:9,79.59,720x1480,"5.6""",,,,,,,200,
82,Galaxy A6s,https://www.gsmarena.com/samsung_galaxy_a6s-9352.php,18:9,92.90,1080x2160,"6.0""",,,,,,,200,
83,Galaxy A7,https://www.gsmarena.com/samsung_galaxy_a7-6763.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
84,Galaxy A70,https://www.gsmarena.com/samsung_galaxy_a70-9646.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
85,Galaxy A70s,https://www.gsmarena.com/samsung_galaxy_a70s-9899.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
86,Galaxy A71,https://www.gsmarena.com/samsung_galaxy_a71-9995.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
87,Galaxy A71 5G,https://www.gsmarena.com/samsung_galaxy_a71_5g-10146.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
88,Galaxy A71 5G UW,https://www.gsmarena.com/samsung_galaxy_a71_5g_uw-10276.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
89,Galaxy A72,https://www.gsmarena.com/samsung_galaxy_a72-10469.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
90,Galaxy A73 5G,https://www.gsmarena.com/samsung_galaxy_a73_5g-11257.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
91,Galaxy A7 (2016),https://www.gsmarena.com/samsung_galaxy_a7_(2016)-7759.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
92,Galaxy A7 (2017),https://www.gsmarena.com/samsung_galaxy_a7_(2017)-8335.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
93,Galaxy A7 (2018),https://www.gsmarena.com/samsung_galaxy_a7_(2018)-9340.php,18.5:9,91.37,1080x2220,"6.0""",,,,,,,200,
94,Galaxy A7 Duos,https://www.gsmarena.com/samsung_galaxy_a7_duos-7132.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
95,Galaxy A8+ (2018),https://www.gsmarena.com/samsung_galaxy_a8+_(2018)-8790.php,18.5:9,91.37,1080x2220,"6.0""",,,,,,,200,
96,Galaxy A8,https://www.gsmarena.com/samsung_galaxy_a8-7249.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
97,Galaxy A80,https://www.gsmarena.com/samsung_galaxy_a80-9659.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
98,Galaxy A8 (2016),https://www.gsmarena.com/samsung_galaxy_a8_(2016)-7801.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
99,Galaxy A8 (2018),https://www.gsmarena.com/samsung_galaxy_a8_(2018)-8886.php,18.5:9,79.59,1080x2220,"5.6""",,,,,,,200,
100,Galaxy A8 Duos,https://www.gsmarena.com/samsung_galaxy_a8_duos-7506.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
101,Galaxy A8 Star (A9 Star),https://www.gsmarena.com/samsung_galaxy_a8_star_(a9_star)-9220.php,18.5:9,100.73,1080x2220,"6.3""",,,,,,,200,
102,Galaxy A8s,https://www.gsmarena.com/samsung_galaxy_a8s-9432.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
103,Galaxy A90 5G,https://www.gsmarena.com/samsung_galaxy_a90_5g-9795.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
104,Galaxy A9 (2016),https://www.gsmarena.com/samsung_galaxy_a9_(2016)-7641.php,16:9,99.24,1080x1920,"6.0""",,,,,,,200,
105,Galaxy A9 (2018),https://www.gsmarena.com/samsung_galaxy_a9_(2018)-9344.php,18.5:9,100.73,1080x2220,"6.3""",,,,,,,200,
106,Galaxy A9 Pro (2016),https://www.gsmarena.com/samsung_galaxy_a9_pro_(2016)-7903.php,16:9,99.24,1080x1920,"6.0""",,,,,,,200,
107,Galaxy A Quantum,https://www.gsmarena.com/samsung_galaxy_a_quantum-10243.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
108,Galaxy F02s,https://www.gsmarena.com/samsung_galaxy_f02s-10824.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
109,Galaxy F04,https://www.gsmarena.com/samsung_galaxy_f04-12054.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
110,Galaxy F05,https://www.gsmarena.com/samsung_galaxy_f05-13345.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
111,Galaxy F06 5G,https://www.gsmarena.com/samsung_galaxy_f06_5g-13663.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
112,Galaxy F07,https://www.gsmarena.com/samsung_galaxy_f07-14205.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
113,Galaxy F12,https://www.gsmarena.com/samsung_galaxy_f12-10825.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
114,Galaxy F13,https://www.gsmarena.com/samsung_galaxy_f13-11624.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
115,Galaxy F14,https://www.gsmarena.com/samsung_galaxy_f14-12175.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
116,Galaxy F14 4G,https://www.gsmarena.com/samsung_galaxy_f14_4g-13247.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
117,Galaxy F15,https://www.gsmarena.com/samsung_galaxy_f15-12831.php,19.5:9,106.93,1080x2340,"6.6""",,,,,,,200,
118,Galaxy F16,https://www.gsmarena.com/samsung_galaxy_f16-13721.php,19.5:9,110.19,1080x2340,"6.7""",,,,,,,200,
119,Galaxy F17,https://www.gsmarena.com/samsung_galaxy_f17_5g-14107.php,19.5:9,110.19,1080x2340,"6.7""",,,,,,,200,
120,Galaxy F22,https://www.gsmarena.com/samsung_galaxy_f22-10996.php,20:9,98.89,720x1600,"6.4""",,,,,,,200,
121,Galaxy F23,https://www.gsmarena.com/samsung_galaxy_f23-11406.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
122,Galaxy F34,https://www.gsmarena.com/samsung_galaxy_f34-12453.php,19.5:9,103.71,1080x2340,"6.5""",,,,,,,200,
123,Galaxy F36,https://www.gsmarena.com/samsung_galaxy_f36_5g-14009.php,19.5:9,110.19,1080x2340,"6.7""",,,,,,,200,
124,Galaxy F41,https://www.gsmarena.com/samsung_galaxy_f41-10498.php,19.5:9,100.55,1080x2340,"6.4""",,,,,,,200,
125,Galaxy F42 5G,https://www.gsmarena.com/samsung_galaxy_f42_5g-11124.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
126,Galaxy F52 5G,https://www.gsmarena.com/samsung_galaxy_f52_5g-10900.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
127,Galaxy F54,https://www.gsmarena.com/samsung_galaxy_f54-12239.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
128,Galaxy F55,https://www.gsmarena.com/samsung_galaxy_f55-12885.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
129,Galaxy F56,https://www.gsmarena.com/samsung_galaxy_f56_5g-13855.php,19.5:9,111.51,1080x2340,"6.74""",,,,,,,200,
130,Galaxy F62,https://www.gsmarena.com/samsung_galaxy_f62-10740.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
131,Galaxy Fold,https://www.gsmarena.com/samsung_galaxy_fold-9523.php,21:9,124.48,1536x2152,"7.3""",,,,,,,200,
132,Galaxy Fold 5G,https://www.gsmarena.com/samsung_galaxy_fold_5g-9851.php,21:9,124.48,1536x2152,"7.3""",,,,,,,200,
133,Galaxy Folder,https://www.gsmarena.com/samsung_galaxy_folder-7453.php,5:3,41.10,480x800,"3.8""",,,,,,,200,
134,Galaxy Folder2,https://www.gsmarena.com/samsung_galaxy_folder2-9331.php,5:3,41.10,480x800,"3.8""",,,,,,,200,
135,Galaxy J1,https://www.gsmarena.com/samsung_galaxy_j1-6907.php,5:3,52.63,480x800,"4.3""",,,,,,,200,
136,Galaxy J1 (2016),https://www.gsmarena.com/samsung_galaxy_j1_(2016)-7864.php,5:3,57.64,480x800,"4.5""",,,,,,,200,
137,Galaxy J1 4G,https://www.gsmarena.com/samsung_galaxy_j1_4g-7034.php,5:3,52.63,480x800,"4.3""",,,,,,,200,
138,Galaxy J1 Ace,https://www.gsmarena.com/samsung_galaxy_j1_ace-7673.php,5:3,52.63,480x800,"4.3""",,,,,,,200,
139,Galaxy J1 mini prime,https://www.gsmarena.com/samsung_galaxy_j1_mini_prime-8397.php,5:3,45.54,480x800,"4.0""",,,,,,,200,
140,Galaxy J1 Nxt,https://www.gsmarena.com/samsung_galaxy_j1_nxt-7768.php,5:3,45.54,480x800,"4.0""",,,,,,,200,
141,Galaxy J2,https://www.gsmarena.com/samsung_galaxy_j2-7357.php,16:9,60.90,540x960,"4.7""",,,,,,,200,
142,Galaxy J2 (2016),https://www.gsmarena.com/samsung_galaxy_j2_(2016)-8083.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
143,Galaxy J2 (2017),https://www.gsmarena.com/samsung_galaxy_j2_(2017)-8900.php,16:9,60.90,540x960,"4.7""",,,,,,,200,
144,Galaxy J2 Core,https://www.gsmarena.com/samsung_galaxy_j2_core-9255.php,16:9,68.92,540x960,"5.0""",,,,,,,200,
145,Galaxy J2 Core (2020),https://www.gsmarena.com/samsung_galaxy_j2_core_(2020)-10208.php,16:9,68.92,540x960,"5.0""",,,,,,,200,
146,Galaxy J2 Prime,https://www.gsmarena.com/samsung_galaxy_j2_prime-8424.php,16:9,68.92,540x960,"5.0""",,,,,,,200,
147,Galaxy J2 Pro (2016),https://www.gsmarena.com/samsung_galaxy_j2_pro_(2016)-8228.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
148,Galaxy J2 Pro (2018),https://www.gsmarena.com/samsung_galaxy_j2_pro_(2018)-8904.php,16:9,68.92,540x960,"5.0""",,,,,,,200,
149,Galaxy J3 (2016),https://www.gsmarena.com/samsung_galaxy_j3_(2016)-7760.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
150,Galaxy J3 (2017),https://www.gsmarena.com/samsung_galaxy_j3_(2017)-8438.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
151,Galaxy J3 (2018),https://www.gsmarena.com/samsung_galaxy_j3_(2018)-8928.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
152,Galaxy J3 Emerge,https://www.gsmarena.com/samsung_galaxy_j3_emerge-8486.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
153,Galaxy J3 Pro,https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
154,Galaxy J4+,https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,18.5:9,91.37,720x1480,"6.0""",,,,,,,200,
155,Galaxy J4,https://www.gsmarena.com/samsung_galaxy_j4-9204.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
156,Galaxy J4 Core,https://www.gsmarena.com/samsung_galaxy_j4_core-9397.php,18.5:9,91.37,720x1480,"6.0""",,,,,,,200,
157,Galaxy J5,https://www.gsmarena.com/samsung_galaxy_j5-7184.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
158,Galaxy J5 (2016),https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,16:9,74.54,720x1280,"5.2""",,,,,,,200,
159,Galaxy J5 (2017),https://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,16:9,74.54,720x1280,"5.2""",,,,,,,200,
160,Galaxy J5 Prime,https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,16:9,68.92,720x1280,"5.0""",,,,,,,200,
161,Galaxy J6+,https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,18.5:9,91.37,720x1480,"6.0""",,,,,,,200,
162,Galaxy J6,https://www.gsmarena.com/samsung_galaxy_j6-9203.php,18.5:9,79.59,720x1480,"5.6""",,,,,,,200,
163,Galaxy J7,https://www.gsmarena.com/samsung_galaxy_j7-7185.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
164,Galaxy J7 (2016),https://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
165,Galaxy J7 (2017),https://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
166,Galaxy J7 (2018),https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
167,Galaxy J7 Duo,https://www.gsmarena.com/samsung_galaxy_j7_duo-9153.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
168,Galaxy J7 Max,https://www.gsmarena.com/samsung_galaxy_j7_max-8684.php,16:9,89.57,1080x1920,"5.7""",,,,,,,200,
169,Galaxy J7 Nxt,https://www.gsmarena.com/samsung_galaxy_j7_nxt-8785.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
170,Galaxy J7 Prime,https://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
171,Galaxy J7 Prime 2,https://www.gsmarena.com/samsung_galaxy_j7_prime_2-9135.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
172,Galaxy J7 Pro,https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,16:9,83.39,1080x1920,"5.5""",,,,,,,200,
173,Galaxy J7 V,https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,16:9,83.39,720x1280,"5.5""",,,,,,,200,
174,Galaxy J8,https://www.gsmarena.com/samsung_galaxy_j8-9205.php,18.5:9,91.37,720x1480,"6.0""",,,,,,,200,
175,Galaxy J Max,https://www.gsmarena.com/samsung_galaxy_j_max-8186.php,16:10,142.08,800x1280,"7.0""",,,,,,,200,
176,Galaxy M01,https://www.gsmarena.com/samsung_galaxy_m01-10216.php,19:9,81.09,720x1520,"5.7""",,,,,,,200,
177,Galaxy M01 Core,https://www.gsmarena.com/samsung_galaxy_m01_core-10316.php,18.5:9,71.29,720x1480,"5.3""",,,,,,,200,
178,Galaxy M01s,https://www.gsmarena.com/samsung_galaxy_m01s-10335.php,19:9,95.95,720x1520,"6.2""",,,,,,,200,
179,Galaxy M02,https://www.gsmarena.com/samsung_galaxy_m02-10709.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
180,Galaxy M02s,https://www.gsmarena.com/samsung_galaxy_m02s-10663.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
181,Galaxy M04,https://www.gsmarena.com/samsung_galaxy_m04-12022.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
182,Galaxy M05,https://www.gsmarena.com/samsung_galaxy_m05-13327.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
183,Galaxy M06,https://www.gsmarena.com/samsung_galaxy_m06-13681.php,20:9,109.68,720x1600,"6.74""",,,,,,,200,
184,Galaxy M07,https://www.gsmarena.com/samsung_galaxy_m07-14100.php,20:9,108.38,720x1600,"6.7""",,,,,,,200,
185,Galaxy M10,https://www.gsmarena.com/samsung_galaxy_m10-9508.php,19:9,96.57,720x1520,"6.22""",,,,,,,200,
186,Galaxy M10s,https://www.gsmarena.com/samsung_galaxy_m10s-9861.php,19.5:9,100.55,720x1560,"6.4""",,,,,,,200,
187,Galaxy M11,https://www.gsmarena.com/samsung_galaxy_m11-10124.php,19.5:9,100.55,720x1560,"6.4""",,,,,,,200,
188,Galaxy M12,https://www.gsmarena.com/samsung_galaxy_m12-10860.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
189,Galaxy M12 (India),https://www.gsmarena.com/samsung_galaxy_m12_(india)-10578.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
190,Galaxy M13,https://www.gsmarena.com/samsung_galaxy_m13-11564.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
191,Galaxy M13 (India),https://www.gsmarena.com/samsung_galaxy_m13_(india)-11654.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
192,Galaxy M13 5G,https://www.gsmarena.com/samsung_galaxy_m13_5g-11633.php,20:9,102.01,720x1600,"6.5""",,,,,,,200,
193,Galaxy M14,https://www.gsmarena.com/samsung_galaxy_m14-12160.php,20:9,105.17,1080x2408,"6.6""",,,,,,,200,
194,Galaxy M14 4G,https://www.gsmarena.com/samsung_galaxy_m14_4g-12862.php,20:9,108.38,1080x2400,"6.7""",,,,,,,200,
195,Galaxy M15,https://www.gsmarena.com/samsung_galaxy_m15-12833.php,19.5:9,103.71,1080x2340,"6.5""",,,,,,,200,
