phone_id,model,url,body_dimensions,body_weight,body_build,sim,display_type,display_size,resolution,protection,status_code,error_message
91,12,https://www.gsmarena.com/realme_12-12861.php,165.6 x 76.1 x 7.7 mm (6.52 x 3.00 x 0.30 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 800 nits (typ), 950 nits (HBM)","6.72 inches, 109.0 cm2 (~86.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
92,12+,https://www.gsmarena.com/realme_12+-12821.php,163 x 75.5 x 7.9 mm (6.42 x 2.97 x 0.31 in),190 g (6.70 oz),"Glass front, silicone polymer back (eco leather), plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 120Hz, HDR10+, 600 nits (typ), 2000 nits (peak)","6.67 inches, 107.4 cm2 (~87.3% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~395 ppi density)",,200,
93,12 Pro+,https://www.gsmarena.com/realme_12_pro+-12804.php,161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in),196 g (6.91 oz),,Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,200,
94,12 Pro,https://www.gsmarena.com/realme_12_pro-12810.php,161.5 x 74 x 8.8 mm (6.36 x 2.91 x 0.35 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 120Hz, 800 nits (HBM), 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,200,
95,Note 50,https://www.gsmarena.com/realme_note_50-12799.php,167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 560 nits (peak)","6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,200,
96,C67 4G,https://www.gsmarena.com/realme_c67_4g-12741.php,164.6 x 75.4 x 7.6 mm (6.48 x 2.97 x 0.30 in),185 g (6.53 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 800 nits (typ), 950 nits (HBM)","6.72 inches, 109.0 cm2 (~87.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
97,C67,https://www.gsmarena.com/realme_c67-12728.php,165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
98,V50s,https://www.gsmarena.com/realme_v50s-12703.php,165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
99,GT5 Pro,https://www.gsmarena.com/realme_gt5_pro-12646.php,161.7 x 75.1 x 9.2 mm (6.37 x 2.96 x 0.36 in),218 g / 224 g (7.69 oz),"Glass front, glass back or silicone polymer back (eco leather), aluminum frame",Nano-SIM + Nano-SIM,"LTPO AMOLED, 1B colors, 144Hz, HDR10+, Dolby Vision, 4500 nits (peak)","6.78 inches, 111.7 cm2 (~92.0% screen-to-body ratio)",1264 x 2780 pixels (~450 ppi density),,200,
100,Narzo 60x,https://www.gsmarena.com/realme_narzo_60x-12542.php,165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
101,GT5 240W,https://www.gsmarena.com/realme_gt5_240w-12529.php,163.1 x 75.4 x 8.9 mm (6.42 x 2.97 x 0.35 in),205 g (7.23 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (peak)","6.74 inches, 109.2 cm2 (~88.8% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
102,GT5,https://www.gsmarena.com/realme_gt5-12528.php,163.1 x 75.4 x 8.9 mm (6.42 x 2.97 x 0.35 in),205 g (7.23 oz),"Glass front, aluminum frame, glass back",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (peak)","6.74 inches, 109.2 cm2 (~88.8% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
103,11x,https://www.gsmarena.com/realme_11x-12519.php,165.7 x 76 x 7.9 mm (6.52 x 2.99 x 0.31 in),190 g (6.70 oz),"Glass front, aluminum frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
104,11 4G,https://www.gsmarena.com/realme_11_4g-12445.php,159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz, 1000 nits (peak)","6.4 inches, 98.9 cm2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,200,
105,11,https://www.gsmarena.com/realme_11-12444.php,165.7 x 76 x 8.1 mm (6.52 x 2.99 x 0.32 in),190 g (6.70 oz),"Glass front, aluminum frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 550 nits (typ), 680 nits (HBM)","6.72 inches, 109.0 cm2 (~86.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
106,C51,https://www.gsmarena.com/realme_c51-12527.php,167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 560 nits (peak)","6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~260 ppi density)",,200,
107,C53 (India),https://www.gsmarena.com/realme_c53_(india)-12419.php,167.2 x 76.7 x 8 mm (6.58 x 3.02 x 0.31 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 560 nits (peak)","6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)",,200,
108,GT3,https://www.gsmarena.com/realme_gt3-12120.php,163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),"Glass front, plastic frame, glass back",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 144Hz, HDR10+, 500 nits (typ), 1100 nits (HBM), 1400 nits (peak)","6.74 inches, 109.2 cm2 (~87.9% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
109,Narzo 60 Pro,https://www.gsmarena.com/realme_narzo_60_pro-12396.php,161.6 x 73.9 x 8.2 mm or 8.7 mm,185 g or 191 g (6.53 oz),"Glass front, eco leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Double-reinforced glass,200,
110,Narzo 60,https://www.gsmarena.com/realme_narzo_60-12395.php,159.8 x 72.9 x 7.9 mm (6.29 x 2.87 x 0.31 in),182 g (6.42 oz),"Glass front (Gorilla Glass 5), eco leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz","6.43 inches, 99.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",Corning Gorilla Glass 5,200,
111,C53,https://www.gsmarena.com/realme_c53-12310.php,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 560 nits (peak)","6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)",,200,
112,Narzo N53,https://www.gsmarena.com/realme_narzo_n53-12280.php,167.3 x 76.7 x 7.5 mm (6.59 x 3.02 x 0.30 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 450 nits (peak)","6.74 inches, 109.7 cm2 (~85.5% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~390 ppi density)",,200,
113,11 Pro+,https://www.gsmarena.com/realme_11_pro+-12246.php,161.6 x 73.9 x 8.2 mm or 8.7 mm,183 g or 189 g (6.46 oz),"Glass front, leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,200,
114,11 Pro,https://www.gsmarena.com/realme_11_pro-12261.php,161.7 x 73.9 x 8.2 mm or 8.8 mm,183 g or 189 g (6.46 oz),"Glass front, leather or plastic back, plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, HDR10+, 120Hz, 950 nits (peak)","6.7 inches, 108.0 cm2 (~90.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,200,
115,11 (China),https://www.gsmarena.com/realme_11_(china)-12262.php,159.8 x 72.9 x 7.9 mm (6.29 x 2.87 x 0.31 in),182 g (6.42 oz),,Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz, 1000 nits (peak)","6.43 inches, 99.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)",,200,
116,Narzo N55,https://www.gsmarena.com/realme_narzo_n55-12227.php,165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 680 nits (peak)","6.72 inches, 109.0 cm2 (~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
117,GT Neo5 SE,https://www.gsmarena.com/realme_gt_neo5_se-12187.php,163.9 x 75.8 x 9 mm (6.45 x 2.98 x 0.35 in),193.1 g (6.81 oz),,Nano-SIM + Nano-SIM,"OLED, 1B colors, 144Hz, 1400 nits (peak)","6.74 inches, 109.2 cm2 (~87.9% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
118,10T,https://www.gsmarena.com/realme_10t-12174.php,164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 400 nits (typ)","6.6 inches, 104.9 cm2 (~85.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,200,
119,C33 2023,https://www.gsmarena.com/realme_c33_2023-12173.php,164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
120,C55,https://www.gsmarena.com/realme_c55-12159.php,165.6 x 75.9 x 7.9 mm (6.52 x 2.99 x 0.31 in),189.5 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 680 nits (peak)","6.72 inches, 109.0 cm2 (~86.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
121,GT Neo 5 240W,https://www.gsmarena.com/realme_gt_neo_5_240w-12067.php,163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (peak)","6.74 inches, 109.2 cm2 (~87.9% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
122,GT Neo 5,https://www.gsmarena.com/realme_gt_neo_5-12066.php,163.9 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in),199 g (7.02 oz),,Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 144Hz, HDR10+, 1400 nits (peak)","6.74 inches, 109.2 cm2 (~87.9% screen-to-body ratio)","1240 x 2772 pixels, 20:9 ratio (~451 ppi density)",,200,
123,V30,https://www.gsmarena.com/realme_v30-12114.php,8.1 mm thickness,186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 600 nits","6.5 inches, 102.0 cm2","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
124,10s,https://www.gsmarena.com/realme_10s-12029.php,164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 400 nits (typ)","6.6 inches, 104.9 cm2 (~85.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,200,
125,V20,https://www.gsmarena.com/realme_v20-12025.php,164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),184 g (6.49 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~82.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
126,10 Pro+,https://www.gsmarena.com/realme_10_pro+-11952.php,161.5 x 73.9 x 7.8 mm or 8 mm,173 g / 175 g (6.10 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, HDR10+, 120Hz, 800 nits","6.7 inches, 108.0 cm2 (~90.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",,200,
127,10 Pro,https://www.gsmarena.com/realme_10_pro-11978.php,163.7 x 74.2 x 8.1 mm or 8.3 mm,190 g / 192 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 600 nits (typ), 680 nits (peak)","6.72 inches, 109.0 cm2 (~89.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~392 ppi density)",,200,
128,10 5G,https://www.gsmarena.com/realme_10_5g-11951.php,164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 400 nits (typ)","6.6 inches, 104.9 cm2 (~85.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,200,
129,10,https://www.gsmarena.com/realme_10-11950.php,159.9 x 73.3 x 8 mm (6.30 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz, 1000 nits (peak)","6.4 inches, 98.9 cm2 (~84.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,200,
130,C30s,https://www.gsmarena.com/realme_c30s-11878.php,164.2 x 75.7 x 8.5 mm (6.46 x 2.98 x 0.33 in),186 g (6.56 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,IPS LCD,"6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
131,C33,https://www.gsmarena.com/realme_c33-11849.php,164.2 x 75.7 x 8.3 mm (6.46 x 2.98 x 0.33 in),187 g (6.60 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~82.1% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
132,9i 5G,https://www.gsmarena.com/realme_9i_5g-11769.php,164.4 x 75.1 x 8.1 mm (6.47 x 2.96 x 0.32 in),187 g (6.60 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 400 nits (typ)","6.6 inches, 104.9 cm2 (~85.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",Panda Glass,200,
133,GT2 Explorer Master,https://www.gsmarena.com/realme_gt2_explorer_master-11613.php,161.3 x 74.3 x 8.2 mm (6.35 x 2.93 x 0.32 in),195 g (6.88 oz),"Glass front, ceramic back or eco leather back, aluminum frame",Nano-SIM + Nano-SIM,"OLED, 1B colors, 120Hz, HDR10+","6.7 inches, 108.4 cm2 (~90.4% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)",,200,
134,Narzo 50i Prime,https://www.gsmarena.com/realme_narzo_50i_prime-11630.php,164.1 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits (typ)","6.5 inches, 102.0 cm2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
135,C30,https://www.gsmarena.com/realme_c30-11621.php,164.1 x 75.6 x 8.5 mm (6.46 x 2.98 x 0.33 in),182 g (6.42 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits","6.5 inches, 102.0 cm2 (~82.2% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",,200,
136,GT Neo 3T,https://www.gsmarena.com/realme_gt_neo_3t-11609.php,162.9 x 75.8 x 8.7 mm (6.41 x 2.98 x 0.34 in),194.5 g (6.88 oz),"Glass front (Gorilla Glass 5), plastic back, plastic frame",Nano-SIM + Nano-SIM,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",Corning Gorilla Glass 5,200,
137,Narzo 50 Pro,https://www.gsmarena.com/realme_narzo_50_pro-11532.php,160.2 x 73.3 x 8 mm (6.31 x 2.89 x 0.31 in),181 g (6.38 oz),,Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz","6.4 inches, 98.9 cm2 (~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,200,
138,Narzo 50 5G,https://www.gsmarena.com/realme_narzo_50_5g-11518.php,163.8 x 75.1 x 8.1 mm (6.45 x 2.96 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 600 nits","6.6 inches, 104.9 cm2 (~85.3% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,200,
139,9 5G,https://www.gsmarena.com/realme_9_5g-11514.php,164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),191 g (6.74 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 600 nits (peak)","6.6 inches, 104.8 cm2 (~84.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
140,V23i,https://www.gsmarena.com/realme_v23i-12026.php,163.8 x 75.1 x 8.1 mm (6.45 x 2.96 x 0.32 in),185 g (6.53 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz","6.56 inches, 104.2 cm2 (~84.7% screen-to-body ratio)","720 x 1612 pixels, 20:9 ratio (~268 ppi density)",,200,
141,V23,https://www.gsmarena.com/realme_v23-11477.php,163.8 x 75.1 x 8.1 mm (6.45 x 2.96 x 0.32 in),190 g (6.70 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 600 nits (HBM)","6.58 inches, 104.3 cm2 (~84.8% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",,200,
142,Q5 Pro,https://www.gsmarena.com/realme_q5_pro-11475.php,162.9 x 75.8 x 8.7 mm (6.41 x 2.98 x 0.34 in),194.5 g (6.88 oz),,Nano-SIM + Nano-SIM,"AMOLED, 120Hz, HDR10+, 1300 nits (peak)","6.62 inches, 105.8 cm2 (~85.7% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~398 ppi density)",,200,
143,Q5,https://www.gsmarena.com/realme_q5-11480.php,164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz, 600 nits (peak)","6.6 inches, 104.8 cm2 (~84.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
144,Q5i,https://www.gsmarena.com/realme_q5i-11474.php,8.1 mm thickness,-,"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 600 nits","6.58 inches, 104.0 cm2 (~84.6% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~401 ppi density)",,200,
145,9,https://www.gsmarena.com/realme_9-11465.php,160.2 x 73.3 x 8 mm (6.31 x 2.89 x 0.31 in),178 g (6.28 oz),"Glass front (Gorilla Glass 5), plastic frame, plastic back",Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz, 430 nits (typ), 1000 nits (peak)","6.4 inches, 98.9 cm2 (~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,200,
146,C31,https://www.gsmarena.com/realme_c31-11437.php,164.7 x 76.1 x 8.4 mm (6.48 x 3.00 x 0.33 in),197 g (6.95 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 400 nits","6.5 inches, 102.0 cm2 (~81.4% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Panda Glass,200,
147,GT Neo 3 150W,https://www.gsmarena.com/realme_gt_neo_3_150w-11597.php,163.3 x 75.6 x 8.2 mm (6.43 x 2.98 x 0.32 in),188 g (6.63 oz),,Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 120Hz, HDR10+","6.7 inches, 108.0 cm2 (~87.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,200,
148,GT Neo 3,https://www.gsmarena.com/realme_gt_neo_3-11436.php,163.3 x 75.6 x 8.2 mm (6.43 x 2.98 x 0.32 in),188 g (6.63 oz),"Glass front (Gorilla Glass 5), plastic frame, glass back",Nano-SIM + Nano-SIM,"AMOLED, 1B colors, 120Hz, HDR10+","6.7 inches, 108.0 cm2 (~87.5% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~394 ppi density)",Corning Gorilla Glass 5,200,
149,Narzo 50A Prime,https://www.gsmarena.com/realme_narzo_50a_prime-11435.php,164.4 x 75.6 x 8.1 mm (6.47 x 2.98 x 0.32 in),189 g (6.67 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 600 nits (peak)","6.6 inches, 104.9 cm2 (~84.4% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~400 ppi density)",,200,
150,9 5G (India),https://www.gsmarena.com/realme_9_5g_(india)-11415.php,162.6 x 74.8 x 8.5 mm (6.40 x 2.94 x 0.33 in),188 g (6.63 oz),"Glass front, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)","6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)",,200,
151,9 5G Speed,https://www.gsmarena.com/realme_9_5g_speed-11414.php,164.4 x 75.8 x 8.5 mm (6.47 x 2.98 x 0.33 in),199 g (7.02 oz),"Glass front (Panda Glass), plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 144Hz, 480 nits (typ), 600 nits (HBM)","6.6 inches, 104.8 cm2 (~84.1% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",Panda Glass,200,
152,V25,https://www.gsmarena.com/realme_v25-11400.php,164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz","6.6 inches, 104.8 cm2 (~84.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
153,Narzo 50,https://www.gsmarena.com/realme_narzo_50-11377.php,164.1 x 75.5 x 8.5 mm (6.46 x 2.97 x 0.33 in),194 g (6.84 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 120Hz","6.6 inches, 104.8 cm2 (~84.6% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
154,9 Pro+,https://www.gsmarena.com/realme_9_pro+-11327.php,160.2 x 73.3 x 8 mm (6.31 x 2.89 x 0.31 in),182 g (6.42 oz),"Glass front (Gorilla Glass 5), glass back",Nano-SIM + Nano-SIM,"Super AMOLED, 90Hz, 430 nits (typ), 600 nits (HBM)","6.4 inches, 98.9 cm2 (~84.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~411 ppi density)",Corning Gorilla Glass 5,200,
155,9 Pro,https://www.gsmarena.com/realme_9_pro-11317.php,164.3 x 75.6 x 8.5 mm (6.47 x 2.98 x 0.33 in),195 g (6.88 oz),,Nano-SIM + Nano-SIM,"IPS LCD, 120Hz","6.6 inches, 104.8 cm2 (~84.4% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",,200,
156,C35,https://www.gsmarena.com/realme_c35-11353.php,164.4 x 75.6 x 8.1 mm (6.47 x 2.98 x 0.32 in),189 g (6.67 oz),"Glass front, plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 480 nits (typ), 600 nits (HBM)","6.6 inches, 104.4 cm2 (~84.0% screen-to-body ratio)","1080 x 2408 pixels, 20:9 ratio (~401 ppi density)",Panda Glass,200,
157,9i,https://www.gsmarena.com/realme_9i-11259.php,164.4 x 75.7 x 8.4 mm (6.47 x 2.98 x 0.33 in),190 g (6.70 oz),"Glass front (Dragontrail Pro), plastic frame, plastic back",Nano-SIM + Nano-SIM,"IPS LCD, 90Hz, 480 nits (typ)","6.6 inches, 104.8 cm2 (~84.2% screen-to-body ratio)","1080 x 2412 pixels, 20:9 ratio (~400 ppi density)",Dragontrail Pro Glass,200,
