ID,Modelo,URL,Ratio,Area_cm2,Resolução,Tamanho,PPI,Status,Extraído_em
165,"Poco F7",https://www.gsmarena.com/xiaomi_poco_f7_5g-13951.php,19.5:9,114.51,1280x2772,6.83",N/A,SUCCESS,2025-12-15 20:57:23
166,"Poco F7 Pro",https://www.gsmarena.com/xiaomi_poco_f7_pro-13724.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 20:58:24
167,"Poco F7 Ultra",https://www.gsmarena.com/xiaomi_poco_f7_ultra-13723.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 20:59:26
168,"Poco F8 Pro",https://www.gsmarena.com/xiaomi_poco_f8_pro_5g-14303.php,N/A,N/A,N/A,N/A,N/A,FAILED,2025-12-15 21:01:02
169,"Poco F8 Ultra",https://www.gsmarena.com/xiaomi_poco_f8_ultra_5g-14301.php,19.5:9,116.87,1200x2608,6.9",N/A,SUCCESS,2025-12-15 21:02:03
170,"Poco M2",https://www.gsmarena.com/xiaomi_poco_m2-10434.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 21:03:05
171,"Poco M2 Pro",https://www.gsmarena.com/xiaomi_poco_m2_pro-10318.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:04:06
172,"Poco M2 Reloaded",https://www.gsmarena.com/xiaomi_poco_m2_reloaded-10867.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 21:05:07
173,"Poco M3",https://www.gsmarena.com/xiaomi_poco_m3-10599.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 21:06:08
174,"Poco M3 Pro",https://www.gsmarena.com/xiaomi_poco_m3_pro-10916.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:07:09
175,"Poco M3 Pro 5G",https://www.gsmarena.com/xiaomi_poco_m3_pro_5g-10857.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:08:10
176,"Poco M4 5G",https://www.gsmarena.com/xiaomi_poco_m4_5g-11762.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:09:12
177,"Poco M4 5G (India)",https://www.gsmarena.com/xiaomi_poco_m4_5g_(india)-11427.php,20:9,104.53,1080x2400,6.58",N/A,SUCCESS,2025-12-15 21:10:13
178,"Poco M4 Pro",https://www.gsmarena.com/xiaomi_poco_m4_pro-11388.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-15 21:11:14
179,"Poco M4 Pro 5G",https://www.gsmarena.com/xiaomi_poco_m4_pro_5g-11193.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-15 21:12:15
180,"Poco M5",https://www.gsmarena.com/xiaomi_poco_m5-11850.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:13:16
181,"Poco M5 (India)",https://www.gsmarena.com/xiaomi_poco_m5_(india)-11869.php,20:9,104.53,1080x2400,6.58",N/A,SUCCESS,2025-12-15 21:14:17
182,"Poco M5s",https://www.gsmarena.com/xiaomi_poco_m5s-11832.php,20:9,99.82,1080x2400,6.43",N/A,SUCCESS,2025-12-15 21:15:19
183,"Poco M6",https://www.gsmarena.com/xiaomi_poco_m6-12737.php,20:9,109.68,720x1600,6.74",N/A,SUCCESS,2025-12-15 21:16:20
184,"Poco M6 4G",https://www.gsmarena.com/xiaomi_poco_m6_4g-13131.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 21:17:21
185,"Poco M6 Plus",https://www.gsmarena.com/xiaomi_poco_m6_plus-13119.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 21:18:22
186,"Poco M6 Pro",https://www.gsmarena.com/xiaomi_poco_m6_pro-12452.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 21:19:23
187,"Poco M6 Pro 4G",https://www.gsmarena.com/xiaomi_poco_m6_pro_4g-12779.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:20:24
188,"Poco M7 4G",https://www.gsmarena.com/xiaomi_poco_m7-14071.php,19.5:9,116.87,1080x2340,6.9",N/A,SUCCESS,2025-12-15 21:21:26
189,"Poco M7",https://www.gsmarena.com/xiaomi_poco_m7_5g-13678.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 21:22:27
190,"Poco M7 Plus",https://www.gsmarena.com/xiaomi_poco_m7_plus_5g-14046.php,19.5:9,116.87,1080x2340,6.9",N/A,SUCCESS,2025-12-15 21:23:28
191,"Poco M7 Pro 5G",https://www.gsmarena.com/xiaomi_poco_m7_pro_5g-13570.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:24:29
192,"Poco X2",https://www.gsmarena.com/xiaomi_poco_x2-10050.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:25:30
193,"Poco X3",https://www.gsmarena.com/xiaomi_poco_x3-10461.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:26:31
194,"Poco X3 GT",https://www.gsmarena.com/xiaomi_poco_x3_gt-10949.php,20:9,105.17,1080x2400,6.6",N/A,SUCCESS,2025-12-15 21:27:33
195,"Poco X3 NFC",https://www.gsmarena.com/xiaomi_poco_x3_nfc-10415.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:28:34
196,"Poco X3 Pro",https://www.gsmarena.com/xiaomi_poco_x3_pro-10802.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:29:35
197,"Poco X4 GT",https://www.gsmarena.com/xiaomi_poco_x4_gt-11626.php,1190:1,0.24,1080x2460,6.6",N/A,SUCCESS,2025-12-15 21:30:36
198,"Poco X4 NFC",https://www.gsmarena.com/xiaomi_poco_x4_nfc-11242.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:31:37
199,"Poco X4 Pro 5G",https://www.gsmarena.com/xiaomi_poco_x4_pro_5g-11371.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:32:39
200,"Poco X5",https://www.gsmarena.com/xiaomi_poco_x5-12092.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:33:40
201,"Poco X5 Pro",https://www.gsmarena.com/xiaomi_poco_x5_pro-12094.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:34:41
202,"Poco X6",https://www.gsmarena.com/xiaomi_poco_x6-12723.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 21:35:42
203,"Poco X6 Neo",https://www.gsmarena.com/xiaomi_poco_x6_neo-12863.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 21:36:44
204,"Poco X6 Pro",https://www.gsmarena.com/xiaomi_poco_x6_pro-12717.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 21:37:45
205,"Poco X7",https://www.gsmarena.com/xiaomi_poco_x7-13604.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 21:38:46
206,"Poco X7 Pro",https://www.gsmarena.com/xiaomi_poco_x7_pro-13582.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 21:39:47
207,"Pocophone F1",https://www.gsmarena.com/xiaomi_pocophone_f1-9293.php,18.7:9,96.29,1080x2246,6.18",N/A,SUCCESS,2025-12-15 21:40:48
208,"Redmi",https://www.gsmarena.com/xiaomi_redmi-5609.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 21:41:49
209,"Redmi 10",https://www.gsmarena.com/xiaomi_redmi_10-11060.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:42:51
210,"Redmi 10 (India)",https://www.gsmarena.com/xiaomi_redmi_10_(india)-11424.php,N/A,N/A,720x1650,6.7",N/A,FAILED,2025-12-15 21:43:52
211,"Redmi 10 2022",https://www.gsmarena.com/xiaomi_redmi_10_2022-11357.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:44:53
212,"Redmi 10 5G",https://www.gsmarena.com/xiaomi_redmi_10_5g-11425.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:45:54
213,"Redmi 10 Power",https://www.gsmarena.com/xiaomi_redmi_10_power-11486.php,N/A,N/A,720x1650,6.7",N/A,FAILED,2025-12-15 21:46:55
214,"Redmi 10 Prime+ 5G",https://www.gsmarena.com/xiaomi_redmi_10_prime+_5g-11426.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:47:56
215,"Redmi 10 Prime",https://www.gsmarena.com/xiaomi_redmi_10_prime-11079.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:48:58
216,"Redmi 10 Prime 2022",https://www.gsmarena.com/xiaomi_redmi_10_prime_2022-11519.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 21:49:59
217,"Redmi 10A",https://www.gsmarena.com/xiaomi_redmi_10a-11449.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 21:51:00
218,"Redmi 10C",https://www.gsmarena.com/xiaomi_redmi_10c-11418.php,N/A,N/A,720x1650,6.71",N/A,FAILED,2025-12-15 21:52:01
219,"Redmi 10X 4G",https://www.gsmarena.com/xiaomi_redmi_10x_4g-10202.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 21:53:02
220,"Redmi 10X 5G",https://www.gsmarena.com/xiaomi_redmi_10x_5g-10266.php,20:9,104.21,1080x2400,6.57",N/A,SUCCESS,2025-12-15 21:54:03
221,"Redmi 10X Pro 5G",https://www.gsmarena.com/xiaomi_redmi_10x_pro_5g-10267.php,20:9,104.21,1080x2400,6.57",N/A,SUCCESS,2025-12-15 21:55:05
222,"Redmi 11",https://www.gsmarena.com/xiaomi_redmi_11-11574.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:56:06
223,"Redmi 11 Prime",https://www.gsmarena.com/xiaomi_redmi_11_prime-11855.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:57:07
224,"Redmi 11 Prime 5G",https://www.gsmarena.com/xiaomi_redmi_11_prime_5g-11834.php,20:9,104.53,1080x2408,6.58",N/A,SUCCESS,2025-12-15 21:58:08
225,"Redmi 11A",https://www.gsmarena.com/xiaomi_redmi_11a-11982.php,N/A,N/A,720x1650,6.7",N/A,FAILED,2025-12-15 21:59:09
226,"Redmi 12",https://www.gsmarena.com/xiaomi_redmi_12-12328.php,1507:1,0.20,1080x2460,6.79",N/A,SUCCESS,2025-12-15 22:00:10
227,"Redmi 12 5G",https://www.gsmarena.com/xiaomi_redmi_12_5g-12446.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 22:01:12
228,"Redmi 12C",https://www.gsmarena.com/xiaomi_redmi_12c-12051.php,N/A,N/A,720x1650,6.71",N/A,FAILED,2025-12-15 22:02:13
229,"Redmi 13",https://www.gsmarena.com/xiaomi_redmi_13-13102.php,1300:1,0.23,1080x2460,6.79",N/A,SUCCESS,2025-12-15 22:03:14
230,"Redmi 13 5G",https://www.gsmarena.com/xiaomi_redmi_13_5g-13157.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 22:04:15
231,"Redmi 13C",https://www.gsmarena.com/xiaomi_redmi_13c-12689.php,20:9,109.68,720x1600,6.74",N/A,SUCCESS,2025-12-15 22:05:17
232,"Redmi 13C 5G",https://www.gsmarena.com/xiaomi_redmi_13c_5g-12726.php,20:9,109.68,720x1600,6.74",N/A,SUCCESS,2025-12-15 22:06:18
233,"Redmi 13R",https://www.gsmarena.com/xiaomi_redmi_13r-12735.php,20:9,109.68,720x1600,6.74",N/A,SUCCESS,2025-12-15 22:07:19
234,"Redmi 13x",https://www.gsmarena.com/xiaomi_redmi_13x_4g-13764.php,N/A,N/A,1080x2460,6.79",N/A,FAILED,2025-12-15 22:08:20
235,"Redmi 14C",https://www.gsmarena.com/xiaomi_redmi_14c-13291.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 22:09:22
236,"Redmi 14C (China)",https://www.gsmarena.com/xiaomi_redmi_14c_(china)-13627.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 22:10:23
237,"Redmi 14C 5G",https://www.gsmarena.com/xiaomi_redmi_14c_5g-13595.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 22:11:24
238,"Redmi 14R",https://www.gsmarena.com/xiaomi_redmi_14r-13338.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 22:12:25
239,"Redmi 15 4G",https://www.gsmarena.com/xiaomi_redmi_15-14037.php,19.5:9,116.87,1080x2340,6.9",N/A,SUCCESS,2025-12-15 22:13:26
240,"Redmi 15",https://www.gsmarena.com/xiaomi_redmi_15_5g-14036.php,19.5:9,116.87,1080x2340,6.9",N/A,SUCCESS,2025-12-15 22:14:27
241,"Redmi 15C 4G",https://www.gsmarena.com/xiaomi_redmi_15c_4g-14005.php,20:9,114.95,720x1600,6.9",N/A,SUCCESS,2025-12-15 22:15:29
242,"Redmi 15C",https://www.gsmarena.com/xiaomi_redmi_15c_5g-14039.php,20:9,114.95,720x1600,6.9",N/A,SUCCESS,2025-12-15 22:16:30
243,"Redmi 1S",https://www.gsmarena.com/xiaomi_redmi_1s-6373.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 22:17:31
244,"Redmi 2",https://www.gsmarena.com/xiaomi_redmi_2-6884.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 22:18:32
245,"Redmi 20X",https://www.gsmarena.com/xiaomi_redmi_20x-10832.php,20:9,102.01,1080x2400,6.5",N/A,SUCCESS,2025-12-15 22:19:33
246,"Redmi 2 Prime",https://www.gsmarena.com/xiaomi_redmi_2_prime-7480.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 22:20:35
247,"Redmi 2 Pro",https://www.gsmarena.com/xiaomi_redmi_2_pro-7710.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 22:21:36
248,"Redmi 2A",https://www.gsmarena.com/xiaomi_redmi_2a-7159.php,16:9,60.90,720x1280,4.7",N/A,SUCCESS,2025-12-15 22:22:37
249,"Redmi 3",https://www.gsmarena.com/xiaomi_redmi_3-7862.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:23:38
250,"Redmi 3 Pro",https://www.gsmarena.com/xiaomi_redmi_3_pro-8007.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:24:40
251,"Redmi 3s",https://www.gsmarena.com/xiaomi_redmi_3s-8150.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:25:41
252,"Redmi 3s Prime",https://www.gsmarena.com/xiaomi_redmi_3s_prime-8250.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:26:42
253,"Redmi 3x",https://www.gsmarena.com/xiaomi_redmi_3x-8212.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:27:43
254,"Redmi 4 (4X)",https://www.gsmarena.com/xiaomi_redmi_4_(4x)-8608.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:28:45
255,"Redmi 4 (China)",https://www.gsmarena.com/xiaomi_redmi_4_(china)-8419.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:29:46
256,"Redmi 4 Prime",https://www.gsmarena.com/xiaomi_redmi_4_prime-8263.php,16:9,68.92,1080x1920,5.0",N/A,SUCCESS,2025-12-15 22:30:47
257,"Redmi 4A",https://www.gsmarena.com/xiaomi_redmi_4a-8420.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:31:48
258,"Redmi 5",https://www.gsmarena.com/xiaomi_redmi_5-8768.php,18:9,83.84,720x1440,5.7",N/A,SUCCESS,2025-12-15 22:32:49
259,"Redmi 5 Plus (Redmi Note 5)",https://www.gsmarena.com/xiaomi_redmi_5_plus_(redmi_note_5)-8959.php,18:9,92.59,1080x2160,5.99",N/A,SUCCESS,2025-12-15 22:33:51
260,"Redmi 5A",https://www.gsmarena.com/xiaomi_redmi_5a-8898.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 22:34:52
261,"Redmi 6",https://www.gsmarena.com/xiaomi_redmi_6-9237.php,18:9,76.65,720x1440,5.45",N/A,SUCCESS,2025-12-15 22:35:53
262,"Redmi 6A",https://www.gsmarena.com/xiaomi_redmi_6a-9217.php,18:9,76.65,720x1440,5.45",N/A,SUCCESS,2025-12-15 22:36:54
263,"Redmi 7",https://www.gsmarena.com/xiaomi_redmi_7-9498.php,19:9,97.81,720x1520,6.26",N/A,SUCCESS,2025-12-15 22:37:55
264,"Redmi 7A",https://www.gsmarena.com/xiaomi_redmi_7a-9716.php,18:9,76.65,720x1440,5.45",N/A,SUCCESS,2025-12-15 22:38:57
265,"Redmi 8",https://www.gsmarena.com/xiaomi_redmi_8-9800.php,19:9,96.57,720x1520,6.22",N/A,SUCCESS,2025-12-15 22:39:58
266,"Redmi 8A",https://www.gsmarena.com/xiaomi_redmi_8a-9897.php,19:9,96.57,720x1520,6.22",N/A,SUCCESS,2025-12-15 22:40:59
267,"Redmi 8A Dual",https://www.gsmarena.com/xiaomi_redmi_8a_dual-10078.php,19:9,96.57,720x1520,6.22",N/A,SUCCESS,2025-12-15 22:42:00
268,"Redmi 8A Pro",https://www.gsmarena.com/xiaomi_redmi_8a_pro-10169.php,19:9,96.57,720x1520,6.22",N/A,SUCCESS,2025-12-15 22:43:01
269,"Redmi 9",https://www.gsmarena.com/xiaomi_redmi_9-10233.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 22:44:03
270,"Redmi 9 (India)",https://www.gsmarena.com/xiaomi_redmi_9_(india)-10398.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:45:04
271,"Redmi 9 Activ",https://www.gsmarena.com/xiaomi_redmi_9_activ-11127.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:46:05
272,"Redmi 9 Power",https://www.gsmarena.com/xiaomi_redmi_9_power-10616.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 22:47:06
273,"Redmi 9 Prime",https://www.gsmarena.com/xiaomi_redmi_9_prime-10353.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 22:48:08
274,"Redmi 9A",https://www.gsmarena.com/xiaomi_redmi_9a-10279.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:49:09
275,"Redmi 9A Sport",https://www.gsmarena.com/xiaomi_redmi_9a_sport-11128.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:50:10
276,"Redmi 9AT",https://www.gsmarena.com/xiaomi_redmi_9at-10591.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:51:11
277,"Redmi 9C",https://www.gsmarena.com/xiaomi_redmi_9c-10278.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:52:12
278,"Redmi 9C NFC",https://www.gsmarena.com/xiaomi_redmi_9c_nfc-10277.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:53:13
279,"Redmi 9i",https://www.gsmarena.com/xiaomi_redmi_9i-10399.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:54:15
280,"Redmi 9i Sport",https://www.gsmarena.com/xiaomi_redmi_9i_sport-11129.php,20:9,102.95,720x1600,6.53",N/A,SUCCESS,2025-12-15 22:55:16
281,"Redmi 9T",https://www.gsmarena.com/xiaomi_redmi_9t-10670.php,19.5:9,104.67,1080x2340,6.53",N/A,SUCCESS,2025-12-15 22:56:17
282,"Redmi A1+",https://www.gsmarena.com/xiaomi_redmi_a1+-11909.php,20:9,102.63,720x1600,6.52",N/A,SUCCESS,2025-12-15 22:57:18
283,"Redmi A1",https://www.gsmarena.com/xiaomi_redmi_a1-11848.php,20:9,102.63,720x1600,6.52",N/A,SUCCESS,2025-12-15 22:58:19
284,"Redmi A2+",https://www.gsmarena.com/xiaomi_redmi_a2+-12197.php,20:9,102.63,720x1600,6.52",N/A,SUCCESS,2025-12-15 22:59:20
285,"Redmi A2",https://www.gsmarena.com/xiaomi_redmi_a2-12124.php,20:9,102.63,720x1600,6.52",N/A,SUCCESS,2025-12-15 23:00:22
286,"Redmi A3",https://www.gsmarena.com/xiaomi_redmi_a3-12822.php,N/A,N/A,720x1650,6.71",N/A,FAILED,2025-12-15 23:01:23
287,"Redmi A3 Pro",https://www.gsmarena.com/xiaomi_redmi_a3_pro-13432.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 23:02:24
288,"Redmi A3x",https://www.gsmarena.com/xiaomi_redmi_a3x-13053.php,N/A,N/A,720x1650,6.71",N/A,FAILED,2025-12-15 23:03:25
289,"Redmi A4",https://www.gsmarena.com/xiaomi_redmi_a4-13444.php,N/A,N/A,720x1640,6.88",N/A,FAILED,2025-12-15 23:04:26
290,"Redmi A5 4G",https://www.gsmarena.com/xiaomi_redmi_a5_4g-13737.php,45:26,132.28,720x1640,6.88",N/A,SUCCESS,2025-12-15 23:05:28
291,"Redmi Go",https://www.gsmarena.com/xiaomi_redmi_go-9534.php,16:9,68.92,720x1280,5.0",N/A,SUCCESS,2025-12-15 23:06:29
292,"Redmi K20",https://www.gsmarena.com/xiaomi_redmi_k20-9720.php,19.5:9,100.23,1080x2340,6.39",N/A,SUCCESS,2025-12-15 23:07:30
293,"Redmi K20 Pro",https://www.gsmarena.com/xiaomi_redmi_k20_pro-9708.php,19.5:9,100.23,1080x2340,6.39",N/A,SUCCESS,2025-12-15 23:08:31
294,"Redmi K20 Pro Premium",https://www.gsmarena.com/xiaomi_redmi_k20_pro_premium-9884.php,19.5:9,100.23,1080x2340,6.39",N/A,SUCCESS,2025-12-15 23:09:32
295,"Redmi K30",https://www.gsmarena.com/xiaomi_redmi_k30-9991.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:10:33
296,"Redmi K30 5G",https://www.gsmarena.com/xiaomi_redmi_k30_5g-9979.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:11:35
297,"Redmi K30 5G Racing",https://www.gsmarena.com/xiaomi_redmi_k30_5g_racing-10235.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:12:36
298,"Redmi K30 Pro",https://www.gsmarena.com/xiaomi_redmi_k30_pro-10140.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:13:37
299,"Redmi K30 Pro Zoom",https://www.gsmarena.com/xiaomi_redmi_k30_pro_zoom-10150.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:14:38
300,"Redmi K30 Ultra",https://www.gsmarena.com/xiaomi_redmi_k30_ultra-10349.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:15:39
301,"Redmi K30i 5G",https://www.gsmarena.com/xiaomi_redmi_k30i_5g-10200.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:16:40
302,"Redmi K30S",https://www.gsmarena.com/xiaomi_redmi_k30s-10517.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:17:42
303,"Redmi K40",https://www.gsmarena.com/xiaomi_redmi_k40-10728.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:18:43
304,"Redmi K40 Gaming",https://www.gsmarena.com/xiaomi_redmi_k40_gaming-10880.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:19:44
305,"Redmi K40 Pro+",https://www.gsmarena.com/xiaomi_redmi_k40_pro+-10752.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:20:45
306,"Redmi K40 Pro",https://www.gsmarena.com/xiaomi_redmi_k40_pro-10727.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:21:46
307,"Redmi K40S",https://www.gsmarena.com/xiaomi_redmi_k40s-11431.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:22:47
308,"Redmi K50",https://www.gsmarena.com/xiaomi_redmi_k50-11430.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:23:49
309,"Redmi K50 Gaming",https://www.gsmarena.com/xiaomi_redmi_k50_gaming-11362.php,20:9,107.41,1080x2400,6.67",N/A,SUCCESS,2025-12-15 23:24:50
310,"Redmi K50 Pro",https://www.gsmarena.com/xiaomi_redmi_k50_pro-11372.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:25:51
311,"Redmi K50 Ultra",https://www.gsmarena.com/xiaomi_redmi_k50_ultra-11580.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 23:26:52
312,"Redmi K50i",https://www.gsmarena.com/xiaomi_redmi_k50i-11653.php,N/A,N/A,1080x2460,6.6",N/A,FAILED,2025-12-15 23:27:53
313,"Redmi K60",https://www.gsmarena.com/xiaomi_redmi_k60-11975.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:28:54
314,"Redmi K60 Pro",https://www.gsmarena.com/xiaomi_redmi_k60_pro-12046.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:29:56
315,"Redmi K60 Ultra",https://www.gsmarena.com/xiaomi_redmi_k60_ultra-12470.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 23:30:57
316,"Redmi K60E",https://www.gsmarena.com/xiaomi_redmi_k60e-12047.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:31:58
317,"Redmi K70",https://www.gsmarena.com/xiaomi_redmi_k70-12715.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:32:59
318,"Redmi K70 Pro",https://www.gsmarena.com/xiaomi_redmi_k70_pro-12714.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:34:00
319,"Redmi K70 Ultra",https://www.gsmarena.com/xiaomi_redmi_k70_ultra-13215.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 23:35:01
320,"Redmi K70E",https://www.gsmarena.com/xiaomi_redmi_k70e-12716.php,20:9,107.41,1220x2712,6.67",N/A,SUCCESS,2025-12-15 23:36:03
321,"Redmi K80",https://www.gsmarena.com/xiaomi_redmi_k80-13525.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:37:04
322,"Redmi K80 Pro",https://www.gsmarena.com/xiaomi_redmi_k80_pro-13524.php,20:9,107.41,1440x3200,6.67",N/A,SUCCESS,2025-12-15 23:38:05
323,"Redmi K80 Ultra",https://www.gsmarena.com/xiaomi_redmi_k80_ultra_5g-13965.php,19.5:9,114.51,1280x2772,6.83",N/A,SUCCESS,2025-12-15 23:39:06
324,"Redmi K90",https://www.gsmarena.com/xiaomi_redmi_k90_5g-14280.php,19.5:9,106.61,1156x2510,6.59",N/A,SUCCESS,2025-12-15 23:40:09
325,"Redmi K90 Pro Max",https://www.gsmarena.com/xiaomi_redmi_k90_pro_max_5g-14252.php,19.5:9,116.87,1200x2608,6.9",N/A,SUCCESS,2025-12-15 23:41:10
326,"Redmi Note",https://www.gsmarena.com/xiaomi_redmi_note-6217.php,16:9,83.39,720x1280,5.5",N/A,SUCCESS,2025-12-15 23:42:11
