id,model,url,status
153,Galaxy J3 Pro,https://www.gsmarena.com/samsung_galaxy_j3_pro-8126.php,pending
154,Galaxy J4+,https://www.gsmarena.com/samsung_galaxy_j4+-9335.php,pending
155,Galaxy J4,https://www.gsmarena.com/samsung_galaxy_j4-9204.php,pending
156,Galaxy J4 Core,https://www.gsmarena.com/samsung_galaxy_j4_core-9397.php,pending
157,Galaxy J5,https://www.gsmarena.com/samsung_galaxy_j5-7184.php,pending
158,Galaxy J5 (2016),https://www.gsmarena.com/samsung_galaxy_j5_(2016)-7869.php,pending
159,Galaxy J5 (2017),https://www.gsmarena.com/samsung_galaxy_j5_(2017)-8705.php,pending
160,Galaxy J5 Prime,https://www.gsmarena.com/samsung_galaxy_j5_prime-8342.php,pending
161,Galaxy J6+,https://www.gsmarena.com/samsung_galaxy_j6+-9334.php,pending
162,Galaxy J6,https://www.gsmarena.com/samsung_galaxy_j6-9203.php,pending
163,Galaxy J7,https://www.gsmarena.com/samsung_galaxy_j7-7185.php,pending
164,Galaxy J7 (2016),https://www.gsmarena.com/samsung_galaxy_j7_(2016)-7870.php,pending
165,Galaxy J7 (2017),https://www.gsmarena.com/samsung_galaxy_j7_(2017)-8675.php,pending
166,Galaxy J7 (2018),https://www.gsmarena.com/samsung_galaxy_j7_(2018)-9234.php,pending
167,Galaxy J7 Duo,https://www.gsmarena.com/samsung_galaxy_j7_duo-9153.php,pending
168,Galaxy J7 Max,https://www.gsmarena.com/samsung_galaxy_j7_max-8684.php,pending
169,Galaxy J7 Nxt,https://www.gsmarena.com/samsung_galaxy_j7_nxt-8785.php,pending
170,Galaxy J7 Prime,https://www.gsmarena.com/samsung_galaxy_j7_prime-8314.php,pending
171,Galaxy J7 Prime 2,https://www.gsmarena.com/samsung_galaxy_j7_prime_2-9135.php,pending
172,Galaxy J7 Pro,https://www.gsmarena.com/samsung_galaxy_j7_pro-8561.php,pending
173,Galaxy J7 V,https://www.gsmarena.com/samsung_galaxy_j7_v-8778.php,pending
174,Galaxy J8,https://www.gsmarena.com/samsung_galaxy_j8-9205.php,pending
175,Galaxy J Max,https://www.gsmarena.com/samsung_galaxy_j_max-8186.php,pending
176,Galaxy M01,https://www.gsmarena.com/samsung_galaxy_m01-10216.php,pending
177,Galaxy M01 Core,https://www.gsmarena.com/samsung_galaxy_m01_core-10316.php,pending
178,Galaxy M01s,https://www.gsmarena.com/samsung_galaxy_m01s-10335.php,pending
179,Galaxy M02,https://www.gsmarena.com/samsung_galaxy_m02-10709.php,pending
180,Galaxy M02s,https://www.gsmarena.com/samsung_galaxy_m02s-10663.php,pending
181,Galaxy M04,https://www.gsmarena.com/samsung_galaxy_m04-12022.php,pending
182,Galaxy M05,https://www.gsmarena.com/samsung_galaxy_m05-13327.php,pending
183,Galaxy M06,https://www.gsmarena.com/samsung_galaxy_m06-13681.php,pending
184,Galaxy M07,https://www.gsmarena.com/samsung_galaxy_m07-14100.php,pending
185,Galaxy M10,https://www.gsmarena.com/samsung_galaxy_m10-9508.php,pending
186,Galaxy M10s,https://www.gsmarena.com/samsung_galaxy_m10s-9861.php,pending
